Index,DrugName,Prescribed_for,User_Rating,Count_of_Reviews
1940,Promethazine DM,['Cough'],1.0,7
1941,Prometrium,['Amenorrhea'],5.0,36
1942,Propafenone,['Atrial Fibrillation' 'Ventricular Tachycardia'],7.666666666666667,255
1943,Propecia,['Androgenetic Alopecia'],8.0,65
1944,Propofol,['Anesthesia'],7.823529411764706,975
1945,Propoxyphene,['Pain'],8.5,33
1946,Propranolol,"['mance Anxiety' 'Pe' 'Migraine Prevention' 'Benign Essential Trem'
 'Anxiety' 'Panic Disorde' 'Mitral Valve Prolapse' 'Arrhythmia'
 'High Blood Pressure']",8.66875,5877
1947,Propulsid,['GERD'],1.0,5
1948,Prosom,['Insomnia'],9.0,28
1949,Prostigmin Bromide,['Myasthenia Gravis'],10.0,1
1950,Protonix,"[""Barrett's Esophagus"" 'GERD' 'Stomach Ulce' 'Erosive Esophagitis']",7.8125,1056
1951,Protonix IV,['Stomach Ulce'],10.0,14
1952,Protopic,['Atopic Dermatitis' 'Perioral Dermatitis'],7.25,57
1953,Provenge,['Prostate Cance'],6.0,0
1954,Proventil,"['Asthma, Maintenance']",7.5,23
1955,Proventil HFA,"['Asthma, acute']",10.0,23
1956,Provera,"['Abnormal Uterine Bleeding' 'Birth Control' 'Amenorrhea' 'Endometriosis'
 'Renal Cell Carcinoma']",6.125,544
1957,Provigil,"['Narcolepsy' 'Shift Work Sleep Disorde' 'Depression'
 'Chronic Fatigue Syndrome' 'atigue' 'Hypersomnia'
 'Obstructive Sleep Apnea/Hypopnea Syndrome' 'Multiple Sclerosis' 'ADHD']",7.34375,1454
1958,Prozac,"['Major Depressive Disorde' 'Anxiety and Stress' 'Depression'
 'Obsessive Compulsive Disorde' 'Premenstrual Dysphoric Disorde'
 'Panic Disorde' 'ibromyalgia' 'Bulimia']",7.625,12487
1959,Prozac Weekly,['Depression'],9.0,12
1960,Pseudoephedrine,['Nasal Congestion'],8.357142857142858,189
1961,Pseudoephedrine / triprolidine,['Cold Symptoms' 'Allergic Rhinitis'],9.0,11
1962,Psoriasin,['Psoriasis'],6.333333333333333,59
1963,Psyllium,['Constipation' 'Irritable Bowel Syndrome' 'Dietary Fiber Supplementation'],5.75,102
1964,Pulmicort Respules,"['Asthma, Maintenance']",8.0,21
1965,Pulmicort Turbuhaler,"['Asthma, Maintenance']",2.0,22
1966,Pulmozyme,['Cystic Fibrosis'],10.0,9
1967,Pylera,['Helicobacter Pylori Infection'],6.421052631578948,332
1968,Pyrantel,['Pinworm Infection (Enterobius vermicularis)'],7.0,10
1969,Pyridium,['Interstitial Cystitis' 'Dysuria'],9.0,151
1970,Pyridostigmine,['Myasthenia Gravis' 'Dysautonomia'],8.666666666666666,44
1971,Pyrithione zinc,['Dandruff' 'Seborrheic Dermatitis'],9.5,14
1972,Q-Dryl,['Allergic Reactions'],9.0,13
1973,Q-Tapp DM,['Cough and Nasal Congestion'],8.0,2
1974,QNASL,['Allergic Rhinitis'],9.0,10
1975,Qsymia,['Weight Loss' 'Obesity'],8.018181818181818,6118
1976,Quasense,"['Birth Control' 'Abnormal Uterine Bleeding' 'Ovarian Cysts'
 'Endometriosis']",5.5,40
1977,Questran Light,"[""Crohn's Disease""]",10.0,74
1978,Quetiapine,"['Bipolar Disorde' 'Generalized Anxiety Disorde'
 'Borderline Personality Disorde' 'Insomnia'
 'Obsessive Compulsive Disorde' 'Major Depressive Disorde' 'Depression'
 'Post Traumatic Stress Disorde' 'Schizoaffective Disorde' 'Schizophrenia'
 ""Tourette's Syndrome""]",7.140495867768595,7257
1979,Quillivant XR,['ADHD'],5.5,30
1980,Quinapril,['High Blood Pressure' 'Heart Failure'],5.5,36
1981,Quinine,['Nocturnal Leg Cramps'],9.8,161
1982,Qvar,"['Asthma, Maintenance']",6.75,130
1983,R-Tanna,['Cold Symptoms'],10.0,9
1984,Rabeprazole,"['GERD' 'Erosive Esophagitis' ""Barrett's Esophagus""]",9.75,264
1985,Racepinephrine,"['Asthma, acute']",6.0,1
1986,RadiaPlexRx,['Dermatitis'],9.0,2
1987,Radium 223 dichloride,['Prostate Cance'],10.0,2
1988,Rajani,['Birth Control'],4.0,2
1989,Raltegravir,['HIV Infection'],7.4,21
1990,Ramelteon,['Insomnia'],4.4,600
1991,Ramipril,['High Blood Pressure' 'Diabetic Kidney Disease'],7.833333333333333,426
1992,Ranexa,['Angina'],7.363636363636363,313
1993,Ranibizumab,['Macular Degeneration' 'Macular Edema'],8.666666666666666,25
1994,Ranitidine,"['Gastric Ulcer Maintenance Treatment' 'GERD' 'Stomach Ulce' 'Eczema'
 'Stress Ulcer Prophylaxis' 'Indigestion']",7.0,983
1995,Ranolazine,['Angina'],7.625,252
1996,Rapaflo,['Benign Prostatic Hyperplasia'],5.375,610
1997,Rebif,['Multiple Sclerosis'],8.8,128
1998,Rebif Rebidose,['Multiple Sclerosis'],9.0,2
1999,Reclast,['Osteoporosis' 'Prevention of Osteoporosis'],5.75,275
2000,Reclipsen,['Birth Control'],6.375,145
2001,Rectiv,['Anal Fissure and Fistula'],8.333333333333334,39
2002,Red yeast rice,['High Cholesterol'],10.0,90
2003,Regadenoson,['Diagnosis and Investigation'],4.75,90
2004,Reglan,"['Migraine' 'Nausea/Vomiting' 'Gastroparesis' 'GERD'
 'Lactation Augmentation']",4.435897435897436,719
2005,Regorafenib,['Colorectal Cance'],10.0,0
2006,Relafen,"['Back Pain' 'Rheumatoid Arthritis' 'Osteoarthritis' 'Sciatica'
 'zen Shoulde' 'Muscle Pain']",5.111111111111111,387
2007,Relenza,['Influenza'],9.0,2
2008,Relistor,"['Constipation, Drug Induced' 'Constipation, Chronic']",7.7,285
2009,Relpax,['Migraine'],9.55,226
2010,Remeron,"['Major Depressive Disorde' 'Anxiety' 'Insomnia' 'Depression'
 'Hot Flashes']",6.634146341463414,2735
2011,Remeron SolTab,['Insomnia'],10.0,69
2012,Remicade,"[""Crohn's Disease, Maintenance"" 'Rheumatoid Arthritis'
 ""Crohn's Disease, Acute"" ""Crohn's Disease"" 'Ulcerative Colitis'
 'Psoriatic Arthritis' ""Behcet's Disease""]",7.6,499
2013,Renvela,['Hyperphosphatemia of Renal Failure'],1.0,24
2014,Repaglinide,"['Diabetes, Type 2']",9.333333333333334,70
2015,Repatha,"['High Cholesterol, Familial Heterozygous'
 'High Cholesterol, Familial Homozygous' 'High Cholesterol']",7.1,364
2016,Reprexain,['Pain'],10.0,47
2017,Requip,"['Restless Legs Syndrome' ""Parkinson's Disease""]",6.133333333333334,1168
2018,Requip XL,"['Periodic Limb Movement Disorde' ""Parkinson's Disease""]",5.0,14
2019,Restasis,['Keratoconjunctivitis Sicca'],3.888888888888889,243
2020,Restoril,['Insomnia'],7.409090909090909,1343
2021,Retapamulin,['Acne' 'Impetig'],9.0,14
2022,Retin-A,['Acne' 'Photoaging of the Skin'],9.083333333333334,602
2023,Revatio,['Pulmonary Hypertension'],8.0,33
2024,Revia,['Opiate Dependence'],9.0,50
2025,Revlimid,['Lymphoma'],1.0,1
2026,Rexulti,['Major Depressive Disorde' 'Depression' 'Schizophrenia'],5.7,619
2027,Rezira,['Cough and Nasal Congestion'],7.0,1
2028,Rhinocort Aqua,['Allergic Rhinitis'],2.0,2
2029,Rho (d) immune globulin,['Idiopathic Thrombocytopenic Purpura'],5.0,7
2030,Rhofade,['Rosacea'],1.0,2
2031,Ribasphere,['Hepatitis C'],10.0,10
2032,Ribavirin,['Hepatitis C'],4.5,5
2033,Riboflavin,['Migraine Prevention'],8.0,22
2034,Rifabutin,"['Mycobacterium avium-intracellulare, Treatment']",3.0,1
2035,Rifampin,"['Mycobacterium avium-intracellulare, Treatment' 'Tuberculosis, Latent']",6.0,15
2036,Rifaximin,"[""Traveler's Diarrhea"" 'Diarrhea' 'Irritable Bowel Syndrome'
 'Hepatic Encephalopathy']",8.117647058823529,805
2037,Risedronate,"['Osteoporosis' 'Prevention of Osteoporosis' ""Paget's Disease""]",4.333333333333333,240
2038,Risperdal,"['Schizoaffective Disorde' 'Autism' 'Bipolar Disorde' 'Schizophrenia'
 'Depression' 'Social Anxiety Disorde' 'Borderline Personality Disorde'
 'Mania']",6.371428571428571,1508
2039,Risperdal Consta,['Schizophrenia'],8.0,38
2040,Risperdal M-Tab,['Depression' 'Autism'],9.5,98
2041,Risperidone,"['Autism' 'Depression' 'Paranoid Disorde' 'Bipolar Disorde'
 'Schizoaffective Disorde' 'Anxiety' 'Schizophrenia'
 'Post Traumatic Stress Disorde' 'Mania' 'Asperger Syndrome' 'Agitation'
 'Borderline Personality Disorde' 'Nightmares' 'Social Anxiety Disorde']",6.5058823529411764,2353
2042,Ritalin,['Narcolepsy' 'ADHD' 'Depression'],6.9523809523809526,801
2043,Ritalin LA,['ADHD'],9.666666666666666,52
2044,Ritalin-SR,['ADHD'],2.0,3
2045,Ritonavir,['HIV Infection'],1.0,0
2046,Rituxan,"[""Non-Hodgkin's Lymphoma"" 'Rheumatoid Arthritis']",9.5,308
2047,Rituximab,"[""Wegener's Granulomatosis"" 'Rheumatoid Arthritis'
 ""Non-Hodgkin's Lymphoma"" 'Pemphigus' 'Chronic Lymphocytic Leukemia']",7.294117647058823,866
2048,Rivaroxaban,"['Deep Vein Thrombosis Prophylaxis after Hip Replacement Surgery'
 'Atrial Fibrillation'
 'Prevention of Thromboembolism in Atrial Fibrillation'
 'Deep Vein Thrombosis' 'Pulmonary Embolism'
 'Deep Vein Thrombosis, Prophylaxis']",6.458333333333333,658
2049,Rivastigmine,"[""Alzheimer's Disease"" ""Parkinson's Disease""]",5.571428571428571,172
2050,Rizatriptan,['Migraine'],8.754716981132075,499
2051,Robaxin,['Muscle Spasm' 'Opiate Withdrawal'],6.75,777
2052,Robaxin-750,['Opiate Withdrawal' 'Muscle Spasm'],9.0,250
2053,Robitussin Cough + Chest Congestion DM,['Cough'],9.0,11
2054,Rocaltrol,['Hypocalcemia'],10.0,0
2055,Rocephin,"['Bacterial Infection' 'Pneumonia' 'Urinary Tract Infection' 'Bronchitis'
 'Kidney Infections']",8.7,219
2056,Rocuronium,['Anesthesia'],5.5,2
2057,Roflumilast,"['COPD' 'COPD, Maintenance']",7.875,406
2058,Rogaine,['Alopecia'],6.166666666666667,393
2059,Rogaine Men's Extra Strength,['Alopecia'],9.0,72
2060,Rogaine Women's,['Alopecia'],9.0,116
2061,Romiplostim,['Idiopathic Thrombocytopenic Purpura'],9.0,7
2062,Ropinirole,"['Restless Legs Syndrome' ""Parkinson's Disease""
 'Periodic Limb Movement Disorde']",5.9375,1555
2063,Rosac,['Rosacea'],8.0,18
2064,Rosiglitazone,"['Diabetes, Type 2']",3.0,14
2065,Rosula,['Rosacea' 'Seborrheic Dermatitis'],9.5,25
2066,Rosuvastatin,"['High Cholesterol' 'High Cholesterol, Familial Heterozygous']",5.769230769230769,1499
2067,Rotigotine,"[""Parkinson's Disease"" 'Restless Legs Syndrome']",6.181818181818182,234
2068,Rowasa,['Ulcerative Colitis'],9.0,1
2069,Roxicet,['Pain' 'Chronic Pain'],9.25,143
2070,Roxicodone,['Chronic Pain' 'Pain'],8.785714285714286,527
2071,Rozerem,['Insomnia'],4.5,358
2072,Rozex,['Rosacea'],10.0,10
2073,Ruxolitinib,['Polycythemia Vera'],1.0,3
2074,Rydapt,['Systemic Mastocytosis'],8.0,2
2075,Rynatan,['Allergic Rhinitis' 'Cold Symptoms'],10.0,5
2076,Rytary,"[""Parkinson's Disease""]",6.333333333333333,27
2077,Rythmol,['Atrial Fibrillation'],9.0,36
2078,Rythmol SR,['Atrial Fibrillation'],7.0,36
2079,Ryzolt,['Pain' 'Back Pain'],7.75,107
2080,S-adenosylmethionine,['Osteoarthritis'],10.0,35
2081,SMZ-TMP DS,['Kidney Infections' 'Urinary Tract Infection'],4.5,108
2082,Saccharomyces boulardii lyo,['Diarrhea'],10.0,16
2083,Sacubitril / valsartan,['Heart Failure'],5.5,55
2084,Safyral,['Birth Control'],6.636363636363637,66
2085,Salagen,['Xerostomia'],9.5,9
2086,Salicylic acid,['Acne' 'Dermatological Disorders'],5.0,49
2087,Salicylic acid / sulfur,['Acne'],10.0,3
2088,Saliva substitutes,['Xerostomia' 'Mucositis'],8.0,145
2089,SalivaMAX,['Xerostomia'],10.0,2
2090,Salmeterol,"['COPD, Maintenance' 'Asthma, Maintenance']",4.5,0
2091,Salofalk,['Ulcerative Colitis'],10.0,3
2092,Salonpas Pain Patch,['Osteoarthritis' 'Muscle Pain'],8.333333333333334,37
2093,Sanctura,['Overactive Bladde' 'Urinary Incontinence' 'Interstitial Cystitis'],7.0,231
2094,Sanctura XR,['Urinary Incontinence' 'Overactive Bladde'],6.0,74
2095,Sancuso,"['Nausea/Vomiting, Chemotherapy Induced']",10.0,2
2096,Sandostatin,['Diarrhea'],6.0,17
2097,Sandostatin LAR Depot,"['Diabetes, Type 1']",9.0,1
2098,Sansert,['Cluster Headaches'],10.0,19
2099,Saphris,"['Bipolar Disorde' 'Post Traumatic Stress Disorde' 'Schizophrenia'
 'Schizoaffective Disorde']",8.212765957446809,1434
2100,Sarafem,['Premenstrual Dysphoric Disorde'],8.0,41
2101,Sarna Sensitive,['Anal Itching'],10.0,3
2102,Savella,['ibromyalgia' 'Reflex Sympathetic Dystrophy Syndrome'],6.590909090909091,3049
2103,Saw palmetto,['Benign Prostatic Hyperplasia'],6.0,22
2104,Saxagliptin,"['Diabetes, Type 2']",7.25,137
2105,Saxenda,['Obesity' 'Weight Loss'],7.772357723577236,2425
2106,Scopolamine,['Motion Sickness' 'Nausea/Vomiting'],6.642857142857143,324
2107,Seasonale,['Birth Control' 'Abnormal Uterine Bleeding'],3.5,44
2108,Seasonique,"['Abnormal Uterine Bleeding' 'Ovarian Cysts' 'Birth Control'
 'Endometriosis']",4.821428571428571,590
2109,Sebulex,['Dandruff'],10.0,0
2110,Secobarbital,['Insomnia'],10.0,109
2111,Seconal,['Light Sedation' 'Insomnia'],10.0,54
2112,Seconal Sodium,['Insomnia'],10.0,48
2113,Secukinumab,['Psoriatic Arthritis' 'Ankylosing Spondylitis' 'Plaque Psoriasis'],5.714285714285714,83
2114,Selegiline,['Depression' 'Major Depressive Disorde'],7.857142857142857,378
2115,Selenium sulfide,['Tinea Versicol'],6.0,103
2116,Selexipag,['Pulmonary Hypertension'],5.0,0
2117,Selsun Blue,['Tinea Versicol'],10.0,43
2118,Senna,['Constipation'],3.75,71
2119,Senna Plus,"['Constipation, Acute']",9.0,26
2120,Senokot,['Constipation' 'Bowel Preparation'],6.875,171
2121,Senokot S,"['Constipation, Acute']",10.0,4
2122,Sensipar,['Secondary Hyperparathyroidism'],2.5,23
2123,Septra,['Urinary Tract Infection'],5.0,30
2124,Serax,['Anxiety' 'Alcohol Withdrawal'],9.5,290
2125,Seroquel,"['Schizoaffective Disorde' 'Bipolar Disorde' 'Depression' 'Schizophrenia'
 'Insomnia' 'Generalized Anxiety Disorde' 'Post Traumatic Stress Disorde'
 'Obsessive Compulsive Disorde']",6.977777777777778,3282
2126,Seroquel XR,"['Major Depressive Disorde' 'Bipolar Disorde' 'Depression'
 'Schizoaffective Disorde' 'Insomnia' 'Schizophrenia'
 'Obsessive Compulsive Disorde']",6.5675675675675675,1171
2127,Serostim,['AIDS Related Wasting'],5.0,4
2128,Sertraline,"['Major Depressive Disorde' 'Depression' 'Obsessive Compulsive Disorde'
 'Panic Disorde' 'Anxiety and Stress' 'Generalized Anxiety Disorde'
 'Social Anxiety Disorde' 'Post Traumatic Stress Disorde'
 'Postpartum Depression' 'Premenstrual Dysphoric Disorde'
 'Persistent Depressive Disorde' 'Bipolar Disorde' 'Trichotillomania'
 'Borderline Personality Disorde']",7.319444444444445,24554
2129,Serzone,['Depression'],9.5,189
2130,Sevelamer,['Hyperphosphatemia of Renal Failure'],8.0,1
2131,Sharobel,['Birth Control'],3.3333333333333335,30
2132,Sildec-PE DM,['Cough and Nasal Congestion'],9.5,14
2133,Sildenafil,"['Erectile Dysfunction' 'Sexual Dysfunction, SSRI Induced'
 'Pulmonary Hypertension']",8.222222222222221,2984
2134,Silenor,['Insomnia'],7.0344827586206895,1742
2135,Siliq,['Plaque Psoriasis'],10.0,31
2136,Silodosin,['Benign Prostatic Hyperplasia'],6.461538461538462,1059
2137,Silvadene,"['Burns, External']",10.0,47
2138,Silver,['Dermatological Disorders'],9.0,19
2139,Silver nitrate,['Topical Disinfection'],10.0,2
2140,Silver sulfadiazine,"['Burns, External']",9.272727272727273,139
2141,Simbrinza,"['Glaucoma, Open Angle']",10.0,62
2142,Simcor,['High Cholesterol'],8.5,21
2143,Simethicone,['Gas'],5.333333333333333,86
2144,Simply Sleep,['Insomnia'],6.142857142857143,109
2145,Simponi,"['Rheumatoid Arthritis' 'Psoriatic Arthritis' 'Ankylosing Spondylitis'
 'Ulcerative Colitis']",7.1875,341
2146,Simponi Aria,['Rheumatoid Arthritis'],8.0,8
2147,Simvastatin,['High Cholesterol' 'Hyperlipoproteinemia'],6.166666666666667,451
2148,Sine-Off Maximum Strength,['Sinus Symptoms'],10.0,1
2149,Sinemet,"['Restless Legs Syndrome' ""Parkinson's Disease""]",6.25,165
2150,Sinequan,['Major Depressive Disorde'],10.0,55
2151,Singulair,"['Asthma, Maintenance' 'Allergic Rhinitis' 'Asthma'
 'Bronchospasm Prophylaxis']",6.421052631578948,1562
2152,Sipuleucel-T,['Prostate Cance'],1.0,0
2153,Sitagliptin,"['Diabetes, Type 2']",6.875,646
2154,Sitavig,['Cold Sores'],8.0,20
2155,Skelaxin,['Muscle Spasm' 'ibromyalgia'],8.866666666666667,639
2156,Sklice,['Head Lice'],6.363636363636363,104
2157,Skyla,['Birth Control'],7.2063492063492065,984
2158,Sleep Aid,['Insomnia'],8.0,84
2159,Slo-Niacin,['High Cholesterol'],9.0,49
2160,Slow Fe,['Iron Deficiency Anemia'],10.0,91
2161,Sodium biphosphate / sodium phosphate,['Constipation' 'Bowel Preparation'],8.2,69
2162,Sodium ferric gluconate complex,['Anemia Associated with Chronic Renal Failure'],5.0,3
2163,Sodium hyaluronate,['Osteoarthritis' 'Dermatitis'],6.933333333333334,1958
2164,Sodium oxybate,['Narcolepsy' 'ibromyalgia' 'Cataplexy'],8.944444444444445,634
2165,Sofosbuvir,['Hepatitis C'],8.266666666666667,279
2166,Sofosbuvir / velpatasvir,['Hepatitis C'],8.3125,258
2167,Solaraze,['Keratosis'],3.0,8
2168,Solarcaine Burn Relief,['Local Anesthesia' 'Sunburn'],10.0,4
2169,Solifenacin,['Overactive Bladde' 'Urinary Incontinence'],5.785714285714286,1280
2170,Solodyn,['Acne'],6.583333333333333,461
2171,Solu-Medrol,['Inflammatory Conditions' 'Asthma'],8.333333333333334,40
2172,Soma,['Muscle Spasm'],9.583333333333334,1604
2173,Soma Compound,['Muscle Spasm'],9.0,24
2174,Soma Compound with Codeine,['Muscle Spasm'],10.0,24
2175,Somatropin,"['Pediatric Growth Hormone Deficiency'
 'Adult Human Growth Hormone Deficiency']",6.333333333333333,53
2176,Sominex,['Insomnia'],9.0,78
2177,Somnote,['Insomnia'],8.333333333333334,41
2178,Sonata,['Insomnia'],2.6363636363636362,409
2179,Soolantra,['Rosacea'],7.454545454545454,291
2180,Sorafenib,['Thyroid Cance' 'Hepatocellular Carcinoma'],7.0,60
2181,Sorbitol,['Constipation'],9.0,4
2182,Sotalol,['Atrial Fibrillation' 'Atrial Flutte'],2.75,79
2183,Sotalol Hydrochloride AF,['Atrial Fibrillation' 'Atrial Flutte'],2.5,138
2184,Sotret,['Acne'],6.0,9
2185,Sovaldi,['Hepatitis C'],8.625,93
2186,Spectracef,['Tonsillitis/Pharyngitis' 'Bronchitis'],5.0,7
2187,Spinosad,['Head Lice'],5.0,66
2188,Spiriva,"['COPD, Maintenance']",6.95,1149
2189,Spiriva Respimat,"['COPD, Maintenance']",9.0,12
2190,Spironolactone,"['Acne' 'Alopecia' 'Edema' 'Hirsutism' 'High Blood Pressure'
 'Primary Hyperaldosteronism']",8.302631578947368,2662
2191,Sporanox,"['Vaginal Yeast Infection' 'Aspergillosis, Aspergilloma']",10.0,95
2192,Sprintec,"['Ovarian Cysts' 'Birth Control' 'Endometriosis'
 'Abnormal Uterine Bleeding']",5.640625,2132
2193,Sprix,['Pain'],7.0,36
2194,Sprycel,['Leukemia' 'Chronic Myelogenous Leukemia' 'Acute Lymphoblastic Leukemia'],7.0,69
2195,Sronyx,['Abnormal Uterine Bleeding' 'Birth Control' 'Polycystic Ovary Syndrome'],5.9,180
2196,St. john's wort,['Depression'],8.125,510
2197,Stadol,['Pain' 'Labor Pain'],7.5,131
2198,Stalevo,"[""Parkinson's Disease""]",9.0,28
2199,Staxyn,['Erectile Dysfunction'],9.25,365
2200,Stelara,"['Psoriasis' ""Crohn's Disease"" 'Psoriatic Arthritis']",7.9655172413793105,1007
2201,Stelazine,['Anxiety'],8.0,7
2202,Stendra,['Erectile Dysfunction'],6.6,399
2203,Sterapred,"['Conjunctivitis, Allergic']",9.0,6
2204,Sterapred DS,['ibromyalgia'],10.0,21
2205,Stiolto Respimat,"['COPD' 'COPD, Maintenance']",8.25,156
2206,Strattera,['Social Anxiety Disorde' 'ADHD' 'Depression'],5.317073170731708,3099
2207,Stribild,['HIV Infection'],9.4375,194
2208,Striverdi Respimat,['COPD'],1.0,4
2209,Stromectol,['Head Lice'],8.0,80
2210,Sublimaze,['Pain'],10.0,12
2211,Suboxone,['Opiate Dependence'],9.07563025210084,3226
2212,Subsys,['Breakthrough Pain' 'Chronic Pain'],8.285714285714286,154
2213,Subutex,['Opiate Dependence' 'Chronic Pain'],9.25,1039
2214,Succinylcholine,['Anesthesia'],1.0,5
2215,Sucralfate,['Duodenal Ulce' 'Stomach Ulce' 'GERD'],7.111111111111111,234
2216,Sucroferric oxyhydroxide,['Hyperphosphatemia of Renal Failure'],2.0,0
2217,Sudafed PE Congestion,['Nasal Congestion'],10.0,3
2218,Sulfacetamide sodium,['Conjunctivitis'],7.666666666666667,2
2219,Sulfacetamide sodium / sulfur,['Acne' 'Rosacea'],9.777777777777779,160
2220,Sulfamethoxazole / trimethoprim,"['Urinary Tract Infection' 'Bacterial Skin Infection'
 'Infection Prophylaxis' 'Acne' 'Sinusitis' 'Bacterial Infection'
 'Upper Respiratory Tract Infection' 'Prostatitis' 'Kidney Infections'
 'Diverticulitis' 'Bronchitis']",5.732954545454546,3768
2221,Sulfasalazine,"['Rheumatoid Arthritis' 'Ulcerative Colitis' 'Psoriatic Arthritis'
 'Juvenile Rheumatoid Arthritis' ""Crohn's Disease""]",6.0,330
2222,Sulfazine,['Ulcerative Colitis' 'Rheumatoid Arthritis'],6.0,182
2223,Sulindac,['Osteoarthritis' 'Pain' 'Rheumatoid Arthritis'],6.333333333333333,51
2224,Sumatriptan,"['Migraine' 'Cluster Headaches' 'Cyclic Vomiting Syndrome'
 'New Daily Persistent Headache']",8.121621621621621,507
2225,Sumavel DosePro,['Migraine'],8.909090909090908,110
2226,Sunitinib,['Renal Cell Carcinoma' 'Pancreatic Cance'],6.571428571428571,243
2227,Supartz,['Osteoarthritis'],4.25,101
2228,Supprelin LA,['Precocious Puberty'],2.0,7
2229,Suprax,['Bladder Infection'],3.0,9
2230,Suprenza,['Weight Loss'],10.0,66
2231,Suprep Bowel Prep Kit,['Bowel Preparation'],7.559808612440191,3190
2232,Sustiva,['HIV Infection' 'Nonoccupational Exposure'],5.0,4
2233,Sutent,['Renal Cell Carcinoma'],9.333333333333334,233
2234,Suvorexant,['Insomnia'],3.486111111111111,1770
2235,Symax Duotab,['Irritable Bowel Syndrome'],10.0,14
2236,Symbicort,"['COPD' 'Asthma, Maintenance' 'COPD, Maintenance']",7.190476190476191,745
2237,Symbyax,['Bipolar Disorde' 'Depression' 'Major Depressive Disorde'],8.625,210
2238,Symlin,"['Diabetes, Type 1']",10.0,8
2239,Synalar Ointment,['Dermatitis'],7.0,2
2240,Synarel,['Endometriosis'],10.0,7
2241,Synjardy,"['Diabetes, Type 2']",10.0,21
2242,Synthroid,"['Hypothyroidism, After Thyroid Removal' 'Underactive Thyroid'
 ""Hashimoto's disease""]",5.36,1426
2243,Synvisc,['Osteoarthritis'],8.0,423
2244,Synvisc-One,['Osteoarthritis'],4.7894736842105265,636
2245,Systane,['Eye Redness' 'Dry Eye Disease'],2.0,76
2246,Systane Ultra,['Eye Redness'],9.0,9
2247,Taclonex,['Psoriasis' 'Plaque Psoriasis'],6.428571428571429,84
2248,Taclonex Scalp,['Plaque Psoriasis' 'Psoriasis'],8.0,1
2249,Tacrolimus,"['Organ Transplant, Rejection Prophylaxis' 'Atopic Dermatitis'
 'Organ Transplant, Rejection Reversal' ""Crohn's Disease""]",7.222222222222222,309
2250,Tadalafil,"['Erectile Dysfunction' 'Benign Prostatic Hyperplasia'
 'Pulmonary Hypertension']",8.754901960784315,6056
2251,Take Action,['Emergency Contraception'],9.333333333333334,4
2252,Taltz,['Plaque Psoriasis'],8.5,82
2253,Talwin Nx,['Pain'],4.5,29
2254,Tambocor,"['Atrial Fibrillation' 'Supraventricular Tachycardia'
 'Ventricular Tachycardia']",7.666666666666667,143
2255,Tamiflu,['Influenza' 'Swine Flu'],6.410714285714286,563
2256,Tamoxifen,"['Breast Cancer, Prevention' 'Breast Cance' 'Breast Cancer, Adjuvant']",7.266666666666667,806
2257,Tamsulosin,['Benign Prostatic Hyperplasia' 'Urinary Tract Stones' 'Overactive Bladde'],6.508196721311475,3364
2258,Tanzeum,"['Diabetes, Type 2']",3.8,10
2259,Tapentadol,['Pain' 'Diabetic Peripheral Neuropathy'],7.055555555555555,3017
2260,Tarceva,['Non-Small Cell Lung Cance'],9.11111111111111,767
2261,Targretin,['Cutaneous T-cell Lymphoma'],10.0,12
2262,Tarina Fe 1 / 20,['Birth Control'],5.2,5
2263,Tarka,['High Blood Pressure'],8.5,14
2264,Tasigna,['Chronic Myelogenous Leukemia'],5.0,37
2265,Tasimelteon,['Insomnia'],10.0,8
2266,Tavaborole,"['Onychomycosis, Toenail']",3.3,124
2267,Taxol,"['Breast Cancer, Metastatic']",10.0,43
2268,Taxotere,['Breast Cance'],1.5,9
2269,Taytulla,['Birth Control'],3.4705882352941178,51
2270,Tazarotene,['Acne'],10.0,18
2271,Tazorac,['Acne'],10.0,107
2272,Tears Again,['Eye Redness'],8.5,6
2273,Tecfidera,['Multiple Sclerosis'],5.0,158
2274,Tegaserod,"['Irritable Bowel Syndrome' 'Constipation, Chronic']",9.666666666666666,99
2275,Tegretol,['Epilepsy' 'Bipolar Disorde' 'Trigeminal Neuralgia'],6.32,738
2276,Tegretol XR,['Trigeminal Neuralgia' 'Epilepsy' 'Bipolar Disorde'],8.5,153
2277,Tekturna,['High Blood Pressure'],7.333333333333333,78
2278,Tekturna HCT,['High Blood Pressure'],6.0,9
2279,Telaprevir,['Hepatitis C'],6.0,2
2280,Telmisartan,['High Blood Pressure'],6.125,534
2281,Temazepam,['Insomnia'],6.979591836734694,1756
2282,Temodar,['Anaplastic Astrocytoma'],1.0,1
2283,Temovate,['Psoriasis' 'Lichen Sclerosus'],10.0,28
2284,Tenex,['High Blood Pressure'],10.0,35
2285,Tenofovir,['Hepatitis B'],8.4,59
2286,Tenormin,"['Supraventricular Tachycardia' 'High Blood Pressure'
 'Migraine Prevention']",6.571428571428571,411
2287,Tenuate,['Obesity'],9.214285714285714,728
2288,Tenuate Dospan,['Obesity'],9.0,95
2289,Terazol 3,['Vaginal Yeast Infection'],10.0,2
2290,Terazosin,['Benign Prostatic Hyperplasia' 'High Blood Pressure'],7.285714285714286,208
2291,Terbinafine,"['Onychomycosis, Toenail' 'Tinea Cruris' 'Tinea Pedis'
 'Onychomycosis, Fingernail']",7.62,1495
2292,Terbutaline,['Premature Lab'],4.0,0
